read;ins;del;sub
19799;0.0376;0.0563;0.0402
19800;0.058;0.087;0.0621
19801;0.0205;0.0308;0.022
19802;0.0217;0.0326;0.0233
19803;0.0352;0.0528;0.0377
19804;0.0478;0.0717;0.0512
19805;0.0354;0.0531;0.0379
19806;0.0347;0.052;0.0371
19807;0.0156;0.0234;0.0167
19808;0.0339;0.0509;0.0363
19809;0.0257;0.0385;0.0275
19810;0.0285;0.0427;0.0305
19811;0.0214;0.0321;0.0229
19812;0.02;0.0301;0.0215
19813;0.046;0.0689;0.0492
19814;0.0182;0.0272;0.0194
19815;0.0487;0.073;0.0522
19816;0.0306;0.046;0.0328
19817;0.0229;0.0344;0.0246
19818;0.0219;0.0329;0.0235
19819;0.0328;0.0492;0.0351
19820;0.0306;0.0459;0.0328
19821;0.0405;0.0607;0.0434
19822;0.025;0.0376;0.0268
19823;0.0192;0.0289;0.0206
19824;0.0452;0.0678;0.0484
19825;0.0292;0.0438;0.0313
19826;0.0223;0.0334;0.0239
19827;0.0583;0.0874;0.0625
19828;0.036;0.0541;0.0386
19829;0.0186;0.0279;0.0199
19830;0.0625;0.0938;0.067
19831;0.0265;0.0398;0.0284
19832;0.0312;0.0468;0.0334
19833;0.0826;0.1239;0.0885
19834;0.0281;0.0422;0.0301
19835;0.0316;0.0474;0.0339
19836;0.0479;0.0718;0.0513
19837;0.0154;0.0232;0.0165
19838;0.0271;0.0406;0.029
19839;0.0209;0.0313;0.0224
19840;0.0455;0.0683;0.0488
19841;0.0442;0.0663;0.0473
19842;0.042;0.063;0.045
19843;0.026;0.039;0.0279
19844;0.0287;0.0431;0.0308
19845;0.063;0.0945;0.0675
19846;0.0211;0.0317;0.0227
19847;0.0307;0.046;0.0329
19848;0.0264;0.0396;0.0283
19849;0.0493;0.0739;0.0528
19850;0.026;0.039;0.0278
19851;0.0258;0.0387;0.0276
19852;0.0265;0.0398;0.0284
19853;0.0576;0.0864;0.0617
19854;0.0375;0.0563;0.0402
19855;0.0499;0.0748;0.0535
19856;0.0208;0.0312;0.0223
19857;0.0225;0.0337;0.0241
19858;0.0414;0.0621;0.0443
19859;0.0244;0.0366;0.0261
19860;0.0339;0.0508;0.0363
19861;0.0213;0.032;0.0228
19862;0.0482;0.0722;0.0516
19863;0.0537;0.0805;0.0575
19864;0.0335;0.0503;0.0359
19865;0.0631;0.0947;0.0676
19866;0.0759;0.1138;0.0813
19867;0.0372;0.0558;0.0399
19868;0.0277;0.0416;0.0297
19869;0.0198;0.0297;0.0212
19870;0.0396;0.0593;0.0424
19871;0.0373;0.056;0.04
19872;0.0616;0.0925;0.0661
19873;0.0306;0.0459;0.0328
19874;0.0529;0.0793;0.0566
19875;0.0438;0.0657;0.0469
19876;0.0304;0.0456;0.0326
19877;0.0232;0.0348;0.0249
19878;0.0282;0.0423;0.0302
19879;0.0601;0.0901;0.0644
19880;0.049;0.0734;0.0525
19881;0.0578;0.0867;0.0619
19882;0.0314;0.0472;0.0337
19883;0.044;0.066;0.0471
19884;0.0175;0.0263;0.0188
19885;0.0548;0.0822;0.0587
19886;0.0397;0.0596;0.0426
19887;0.0304;0.0456;0.0326
19888;0.0343;0.0514;0.0367
19889;0.0288;0.0432;0.0309
19890;0.0739;0.1109;0.0792
19891;0.0283;0.0424;0.0303
19892;0.0585;0.0877;0.0627
19893;0.0511;0.0767;0.0548
19894;0.0318;0.0476;0.034
19895;0.0242;0.0363;0.0259
19896;0.042;0.063;0.045
19897;0.0351;0.0526;0.0376
19898;0.0333;0.05;0.0357
19899;0.0461;0.0691;0.0494
19900;0.0288;0.0432;0.0309
19901;0.0278;0.0417;0.0298
19902;0.0514;0.077;0.055
19903;0.0446;0.0669;0.0478
19904;0.0411;0.0617;0.0441
19905;0.0504;0.0755;0.054
19906;0.0239;0.0358;0.0256
19907;0.0344;0.0517;0.0369
19908;0.0316;0.0473;0.0338
19909;0.0196;0.0294;0.021
19910;0.0405;0.0607;0.0433
19911;0.0237;0.0356;0.0254
19912;0.0337;0.0505;0.0361
19913;0.0292;0.0438;0.0313
19914;0.0242;0.0362;0.0259
19915;0.0228;0.0342;0.0244
19916;0.0273;0.0409;0.0292
19917;0.0492;0.0738;0.0527
19918;0.0247;0.0371;0.0265
19919;0.0389;0.0583;0.0417
19920;0.0481;0.0722;0.0516
19921;0.0205;0.0307;0.0219
19922;0.0661;0.0991;0.0708
19923;0.0417;0.0626;0.0447
19924;0.0408;0.0612;0.0437
19925;0.0563;0.0844;0.0603
19926;0.0231;0.0347;0.0248
19927;0.0322;0.0483;0.0345
19928;0.0211;0.0316;0.0226
19929;0.0347;0.052;0.0372
19930;0.0265;0.0398;0.0284
19931;0.0473;0.071;0.0507
19932;0.0794;0.1191;0.0851
19933;0.0495;0.0742;0.053
19934;0.0277;0.0416;0.0297
19935;0.0479;0.0719;0.0513
19936;0.0244;0.0365;0.0261
19937;0.0385;0.0578;0.0413
19938;0.0613;0.0919;0.0656
19939;0.0377;0.0565;0.0404
19940;0.0418;0.0627;0.0448
19941;0.0544;0.0816;0.0583
19942;0.086;0.129;0.0921
19943;0.0411;0.0617;0.0441
19944;0.0388;0.0582;0.0416
19945;0.0433;0.0649;0.0464
19946;0.0303;0.0454;0.0325
19947;0.0559;0.0838;0.0599
19948;0.0359;0.0538;0.0385
19949;0.0639;0.0958;0.0684
19950;0.0496;0.0744;0.0531
19951;0.0397;0.0596;0.0426
19952;0.0346;0.0519;0.037
19953;0.0265;0.0397;0.0283
19954;0.0327;0.049;0.035
19955;0.0197;0.0295;0.0211
19956;0.0534;0.0801;0.0572
19957;0.0586;0.0879;0.0628
19958;0.0378;0.0567;0.0405
19959;0.0311;0.0466;0.0333
19960;0.0501;0.0752;0.0537
19961;0.0289;0.0433;0.031
19962;0.0333;0.05;0.0357
19963;0.0358;0.0538;0.0384
19964;0.0441;0.0661;0.0472
19965;0.029;0.0434;0.031
19966;0.0461;0.0691;0.0494
19967;0.0221;0.0331;0.0237
19968;0.0471;0.0707;0.0505
19969;0.042;0.0629;0.045
19970;0.0338;0.0508;0.0363
19971;0.0317;0.0475;0.0339
19972;0.0365;0.0547;0.0391
19973;0.0269;0.0404;0.0289
19974;0.0323;0.0485;0.0346
19975;0.0271;0.0407;0.029
19976;0.0824;0.1236;0.0883
19977;0.0453;0.068;0.0486
19978;0.058;0.087;0.0622
19979;0.0271;0.0407;0.029
19980;0.0416;0.0624;0.0445
19981;0.0293;0.0439;0.0314
19982;0.0324;0.0486;0.0347
19983;0.037;0.0555;0.0396
19984;0.0506;0.0758;0.0542
19985;0.0364;0.0547;0.039
19986;0.0348;0.0522;0.0373
19987;0.0488;0.0732;0.0523
19988;0.0229;0.0343;0.0245
19989;0.0452;0.0679;0.0485
19990;0.0463;0.0695;0.0496
19991;0.0275;0.0413;0.0295
19992;0.02;0.03;0.0214
19993;0.0669;0.1003;0.0717
19994;0.0337;0.0506;0.0362
19995;0.0784;0.1177;0.084
19996;0.0277;0.0415;0.0296
19997;0.0247;0.0371;0.0265
19998;0.0194;0.0291;0.0208
19999;0.0251;0.0377;0.0269
20000;0.0237;0.0356;0.0254
20001;0.0297;0.0445;0.0318
20002;0.0375;0.0563;0.0402
20003;0.0353;0.053;0.0379
20004;0.0376;0.0564;0.0403
20005;0.0219;0.0328;0.0235
20006;0.0489;0.0734;0.0524
20007;0.0481;0.0722;0.0516
20008;0.0308;0.0462;0.033
20009;0.0439;0.0659;0.0471
20010;0.025;0.0376;0.0268
20011;0.0875;0.1313;0.0938
20012;0.0277;0.0416;0.0297
20013;0.0219;0.0329;0.0235
20014;0.0298;0.0448;0.032
20015;0.0374;0.0561;0.0401
20016;0.0298;0.0447;0.0319
20017;0.0493;0.074;0.0528
20018;0.0869;0.1303;0.0931
20019;0.0258;0.0387;0.0276
20020;0.0322;0.0483;0.0345
20021;0.0205;0.0307;0.0219
20022;0.0309;0.0463;0.0331
20023;0.0258;0.0387;0.0276
20024;0.0244;0.0367;0.0262
20025;0.0295;0.0442;0.0316
20026;0.0407;0.0611;0.0436
20027;0.0331;0.0497;0.0355
20028;0.0267;0.04;0.0286
20029;0.0249;0.0373;0.0266
20030;0.0353;0.053;0.0378
20031;0.0291;0.0437;0.0312
20032;0.0216;0.0324;0.0231
20033;0.0237;0.0355;0.0254
20034;0.0333;0.05;0.0357
20035;0.0544;0.0816;0.0583
20036;0.0303;0.0455;0.0325
20037;0.0345;0.0518;0.037
20038;0.0236;0.0354;0.0253
20039;0.0696;0.1045;0.0746
20040;0.0762;0.1143;0.0817
20041;0.0557;0.0836;0.0597
20042;0.0261;0.0391;0.0279
20043;0.0553;0.083;0.0593
20044;0.0373;0.056;0.04
20045;0.0402;0.0603;0.043
20046;0.0294;0.0441;0.0315
20047;0.03;0.045;0.0321
20048;0.048;0.072;0.0514
20049;0.0122;0.0183;0.0131
20050;0.042;0.063;0.045
20051;0.0479;0.0718;0.0513
20052;0.0216;0.0324;0.0232
20053;0.0236;0.0353;0.0252
20054;0.0351;0.0526;0.0376
20055;0.0376;0.0565;0.0403
20056;0.0364;0.0546;0.039
20057;0.0431;0.0646;0.0461
20058;0.0422;0.0634;0.0453
20059;0.0461;0.0692;0.0494
20060;0.0265;0.0398;0.0284
20061;0.0489;0.0733;0.0524
20062;0.0425;0.0638;0.0456
20063;0.0204;0.0306;0.0219
20064;0.0536;0.0804;0.0574
20065;0.0799;0.1199;0.0856
20066;0.0442;0.0663;0.0473
20067;0.0434;0.0651;0.0465
20068;0.0334;0.05;0.0357
20069;0.0211;0.0317;0.0226
20070;0.0417;0.0625;0.0447
20071;0.05;0.075;0.0536
20072;0.0587;0.0881;0.0629
20073;0.0305;0.0457;0.0327
20074;0.0273;0.041;0.0293
20075;0.0215;0.0322;0.023
20076;0.0345;0.0517;0.037
20077;0.0438;0.0657;0.0469
20078;0.0214;0.0322;0.023
20079;0.0499;0.0749;0.0535
20080;0.021;0.0315;0.0225
20081;0.0282;0.0423;0.0302
20082;0.0482;0.0723;0.0516
20083;0.0246;0.0369;0.0264
20084;0.0304;0.0456;0.0326
20085;0.0669;0.1003;0.0717
20086;0.0431;0.0646;0.0462
20087;0.0363;0.0545;0.0389
20088;0.0552;0.0828;0.0591
20089;0.0315;0.0472;0.0337
20090;0.0281;0.0421;0.0301
20091;0.0494;0.074;0.0529
20092;0.033;0.0495;0.0354
20093;0.0346;0.0519;0.0371
20094;0.0266;0.0399;0.0285
20095;0.062;0.093;0.0664
20096;0.0275;0.0413;0.0295
20097;0.034;0.051;0.0364
20098;0.0322;0.0482;0.0344
20099;0.0203;0.0305;0.0218
20100;0.0333;0.0499;0.0356
20101;0.0264;0.0396;0.0283
20102;0.0445;0.0668;0.0477
20103;0.0402;0.0602;0.043
20104;0.0274;0.0411;0.0294
20105;0.0918;0.1377;0.0983
20106;0.0424;0.0636;0.0454
20107;0.0207;0.0311;0.0222
20108;0.0301;0.0451;0.0322
20109;0.0252;0.0379;0.0271
20110;0.0338;0.0506;0.0362
20111;0.0672;0.1008;0.072
20112;0.0416;0.0623;0.0445
20113;0.0369;0.0554;0.0396
20114;0.0286;0.0429;0.0307
20115;0.061;0.0915;0.0654
20116;0.0526;0.0789;0.0564
20117;0.0687;0.103;0.0736
20118;0.0346;0.0519;0.037
20119;0.0204;0.0306;0.0219
20120;0.0385;0.0578;0.0413
20121;0.077;0.1155;0.0825
20122;0.0504;0.0756;0.054
20123;0.041;0.0615;0.0439
20124;0.0476;0.0713;0.0509
20125;0.0335;0.0502;0.0359
20126;0.0381;0.0571;0.0408
20127;0.0282;0.0422;0.0302
20128;0.0937;0.1405;0.1004
20129;0.0495;0.0742;0.053
20130;0.0475;0.0712;0.0509
20131;0.0304;0.0456;0.0325
20132;0.0519;0.0778;0.0556
20133;0.0314;0.0471;0.0336
20134;0.0356;0.0534;0.0381
20135;0.0263;0.0394;0.0282
20136;0.0524;0.0787;0.0562
20137;0.0297;0.0445;0.0318
20138;0.0329;0.0494;0.0353
20139;0.0584;0.0876;0.0626
20140;0.0218;0.0327;0.0234
20141;0.0468;0.0702;0.0502
20142;0.0319;0.0479;0.0342
20143;0.0644;0.0966;0.069
20144;0.0289;0.0434;0.031
20145;0.0179;0.0268;0.0191
20146;0.0187;0.0281;0.02
20147;0.0447;0.0671;0.0479
20148;0.0348;0.0521;0.0372
20149;0.0387;0.058;0.0414
20150;0.0615;0.0923;0.0659
20151;0.0379;0.0569;0.0407
20152;0.0785;0.1178;0.0841
20153;0.0352;0.0528;0.0377
20154;0.0523;0.0784;0.056
20155;0.0336;0.0504;0.036
20156;0.0387;0.0581;0.0415
20157;0.0506;0.0758;0.0542
20158;0.06;0.09;0.0643
20159;0.0416;0.0624;0.0445
20160;0.0261;0.0392;0.028
20161;0.0353;0.0529;0.0378
20162;0.0404;0.0605;0.0432
20163;0.0617;0.0925;0.0661
20164;0.0606;0.0909;0.0649
20165;0.0331;0.0497;0.0355
20166;0.0576;0.0864;0.0617
20167;0.0263;0.0395;0.0282
20168;0.0356;0.0534;0.0381
20169;0.0407;0.0611;0.0436
20170;0.0234;0.0351;0.025
20171;0.017;0.0255;0.0182
20172;0.0386;0.0579;0.0414
20173;0.0644;0.0966;0.069
20174;0.0367;0.0551;0.0394
20175;0.036;0.054;0.0386
20176;0.0724;0.1087;0.0776
20177;0.0323;0.0485;0.0346
20178;0.0509;0.0763;0.0545
20179;0.0355;0.0532;0.038
20180;0.0524;0.0786;0.0561
20181;0.0614;0.0921;0.0658
20182;0.0336;0.0504;0.036
20183;0.0299;0.0449;0.0321
20184;0.0899;0.1348;0.0963
20185;0.0249;0.0374;0.0267
20186;0.0387;0.058;0.0414
20187;0.0686;0.103;0.0735
20188;0.0357;0.0535;0.0382
20189;0.0425;0.0638;0.0455
20190;0.0585;0.0878;0.0627
20191;0.0442;0.0663;0.0474
20192;0.03;0.045;0.0321
20193;0.053;0.0795;0.0568
20194;0.028;0.042;0.03
20195;0.0389;0.0583;0.0416
20196;0.0526;0.0788;0.0563
20197;0.0414;0.0621;0.0444
20198;0.0273;0.0409;0.0292
20199;0.03;0.045;0.0321
20200;0.0733;0.11;0.0786
20201;0.0473;0.0709;0.0506
20202;0.033;0.0495;0.0354
20203;0.0206;0.0309;0.022
20204;0.017;0.0256;0.0183
20205;0.0348;0.0523;0.0373
20206;0.0256;0.0384;0.0274
20207;0.0503;0.0755;0.0539
20208;0.0494;0.0741;0.053
20209;0.0219;0.0328;0.0234
20210;0.0227;0.034;0.0243
20211;0.0192;0.0287;0.0205
20212;0.0265;0.0397;0.0284
20213;0.0303;0.0454;0.0324
20214;0.0336;0.0504;0.036
20215;0.036;0.054;0.0385
20216;0.0249;0.0373;0.0267
20217;0.0446;0.0669;0.0478
20218;0.0171;0.0257;0.0183
20219;0.043;0.0646;0.0461
20220;0.0242;0.0363;0.0259
20221;0.0289;0.0433;0.0309
20222;0.0394;0.0591;0.0422
20223;0.0382;0.0572;0.0409
20224;0.0427;0.064;0.0457
20225;0.0611;0.0917;0.0655
20226;0.0236;0.0353;0.0252
20227;0.0376;0.0563;0.0402
20228;0.0378;0.0567;0.0405
20229;0.0321;0.0481;0.0343
20230;0.0273;0.0409;0.0292
20231;0.021;0.0315;0.0225
20232;0.0533;0.08;0.0571
20233;0.0437;0.0656;0.0468
20234;0.0731;0.1097;0.0784
20235;0.0368;0.0553;0.0395
20236;0.0318;0.0476;0.034
20237;0.0473;0.071;0.0507
20238;0.0929;0.1394;0.0996
20239;0.0307;0.0461;0.0329
20240;0.0181;0.0272;0.0194
20241;0.0287;0.0431;0.0308
20242;0.033;0.0494;0.0353
20243;0.0314;0.0472;0.0337
20244;0.0529;0.0794;0.0567
20245;0.0322;0.0482;0.0345
20246;0.0471;0.0706;0.0504
20247;0.0692;0.1038;0.0742
20248;0.0466;0.0698;0.0499
20249;0.0448;0.0672;0.048
20250;0.0163;0.0244;0.0174
20251;0.0302;0.0453;0.0324
20252;0.0365;0.0548;0.0392
20253;0.0281;0.0422;0.0301
20254;0.1116;0.1673;0.1195
20255;0.0502;0.0753;0.0538
20256;0.082;0.123;0.0879
20257;0.0333;0.0499;0.0357
20258;0.0253;0.0379;0.0271
20259;0.0381;0.0572;0.0408
20260;0.0265;0.0397;0.0283
20261;0.0526;0.0788;0.0563
20262;0.04;0.06;0.0429
20263;0.0315;0.0472;0.0337
20264;0.0377;0.0565;0.0404
20265;0.05;0.075;0.0536
20266;0.0491;0.0737;0.0526
20267;0.0427;0.064;0.0457
20268;0.039;0.0584;0.0417
20269;0.0539;0.0808;0.0577
20270;0.0179;0.0269;0.0192
20271;0.0308;0.0461;0.033
20272;0.0384;0.0576;0.0411
20273;0.0199;0.0299;0.0213
20274;0.0371;0.0557;0.0398
20275;0.0614;0.0921;0.0658
20276;0.0216;0.0323;0.0231
20277;0.0257;0.0385;0.0275
20278;0.0234;0.0351;0.025
20279;0.04;0.06;0.0429
20280;0.03;0.045;0.0321
20281;0.0327;0.049;0.035
20282;0.0228;0.0342;0.0244
20283;0.0211;0.0317;0.0226
20284;0.0279;0.0419;0.0299
20285;0.0248;0.0373;0.0266
20286;0.0402;0.0603;0.043
20287;0.0237;0.0355;0.0254
20288;0.0455;0.0683;0.0488
20289;0.0187;0.028;0.02
20290;0.0554;0.0831;0.0594
20291;0.0194;0.0291;0.0208
20292;0.0507;0.076;0.0543
20293;0.0452;0.0678;0.0484
20294;0.0357;0.0536;0.0383
20295;0.0343;0.0515;0.0368
20296;0.0214;0.032;0.0229
20297;0.0362;0.0543;0.0388
20298;0.0384;0.0576;0.0411
20299;0.0295;0.0443;0.0316
20300;0.0305;0.0457;0.0327
20301;0.0235;0.0353;0.0252
20302;0.0549;0.0824;0.0589
20303;0.0464;0.0697;0.0498
20304;0.0538;0.0807;0.0576
20305;0.0328;0.0492;0.0352
20306;0.0523;0.0784;0.056
20307;0.0299;0.0449;0.032
20308;0.0343;0.0514;0.0367
20309;0.0294;0.0441;0.0315
20310;0.0765;0.1148;0.082
20311;0.0597;0.0895;0.0639
20312;0.0279;0.0418;0.0299
20313;0.0299;0.0448;0.032
20314;0.0286;0.0429;0.0306
20315;0.0303;0.0454;0.0324
20316;0.0705;0.1057;0.0755
20317;0.0334;0.0501;0.0358
20318;0.0377;0.0565;0.0404
20319;0.0463;0.0695;0.0497
20320;0.0293;0.0439;0.0314
20321;0.0252;0.0378;0.027
20322;0.0679;0.1018;0.0727
20323;0.0677;0.1016;0.0725
20324;0.0376;0.0564;0.0403
20325;0.0271;0.0407;0.0291
20326;0.0778;0.1167;0.0834
20327;0.0431;0.0646;0.0462
20328;0.0409;0.0614;0.0439
20329;0.0489;0.0734;0.0524
20330;0.017;0.0254;0.0182
20331;0.0217;0.0325;0.0232
20332;0.0361;0.0541;0.0387
20333;0.0507;0.076;0.0543
20334;0.0235;0.0353;0.0252
20335;0.0352;0.0528;0.0377
20336;0.0331;0.0496;0.0354
20337;0.0292;0.0437;0.0312
20338;0.0303;0.0454;0.0325
20339;0.0225;0.0338;0.0242
20340;0.0256;0.0385;0.0275
20341;0.0343;0.0514;0.0367
20342;0.0636;0.0954;0.0681
20343;0.1076;0.1614;0.1153
20344;0.0255;0.0383;0.0273
20345;0.0353;0.0529;0.0378
20346;0.0522;0.0783;0.0559
20347;0.0455;0.0682;0.0487
20348;0.0604;0.0907;0.0648
20349;0.0193;0.0289;0.0207
20350;0.0371;0.0557;0.0398
20351;0.0295;0.0442;0.0316
20352;0.0643;0.0965;0.0689
20353;0.026;0.039;0.0279
20354;0.03;0.045;0.0322
20355;0.029;0.0436;0.0311
20356;0.0309;0.0464;0.0331
20357;0.0168;0.0252;0.018
20358;0.0585;0.0877;0.0626
20359;0.0704;0.1055;0.0754
20360;0.0292;0.0438;0.0313
20361;0.047;0.0705;0.0504
20362;0.0194;0.029;0.0207
20363;0.0211;0.0317;0.0226
20364;0.0326;0.0489;0.0349
20365;0.0383;0.0575;0.0411
20366;0.0446;0.0669;0.0478
20367;0.0481;0.0722;0.0516
20368;0.0424;0.0636;0.0454
20369;0.0297;0.0445;0.0318
20370;0.034;0.0511;0.0365
20371;0.0299;0.0448;0.032
20372;0.0534;0.0801;0.0572
20373;0.0365;0.0548;0.0391
20374;0.0242;0.0362;0.0259
20375;0.0309;0.0464;0.0331
20376;0.0682;0.1022;0.073
20377;0.0292;0.0439;0.0313
20378;0.1159;0.1739;0.1242
20379;0.0395;0.0593;0.0423
20380;0.0366;0.0549;0.0392
20381;0.0755;0.1132;0.0809
20382;0.0242;0.0363;0.0259
20383;0.0249;0.0374;0.0267
20384;0.0265;0.0398;0.0284
20385;0.0422;0.0633;0.0452
20386;0.0907;0.136;0.0971
20387;0.0316;0.0474;0.0338
20388;0.0291;0.0437;0.0312
20389;0.0342;0.0513;0.0366
20390;0.0418;0.0626;0.0447
20391;0.0354;0.0531;0.0379
20392;0.0206;0.0309;0.0221
20393;0.034;0.0509;0.0364
20394;0.0412;0.0618;0.0442
20395;0.0635;0.0952;0.068
20396;0.0304;0.0456;0.0326
20397;0.0475;0.0713;0.0509
20398;0.0295;0.0442;0.0316
20399;0.0461;0.0692;0.0494
20400;0.0267;0.04;0.0286
20401;0.0353;0.0529;0.0378
20402;0.0393;0.0589;0.0421
20403;0.034;0.051;0.0364
20404;0.024;0.036;0.0257
20405;0.0239;0.0358;0.0256
20406;0.0335;0.0503;0.0359
20407;0.03;0.045;0.0321
20408;0.0316;0.0474;0.0338
20409;0.0308;0.0462;0.033
20410;0.0373;0.0559;0.04
20411;0.0388;0.0582;0.0416
20412;0.0377;0.0565;0.0403
20413;0.037;0.0555;0.0396
20414;0.029;0.0435;0.0311
20415;0.0473;0.0709;0.0507
20416;0.0256;0.0384;0.0274
20417;0.0168;0.0251;0.018
20418;0.044;0.066;0.0471
20419;0.0234;0.0351;0.0251
20420;0.0444;0.0666;0.0476
20421;0.0555;0.0832;0.0594
20422;0.054;0.0811;0.0579
20423;0.0504;0.0756;0.054
20424;0.0492;0.0738;0.0527
20425;0.0355;0.0532;0.038
20426;0.0265;0.0398;0.0284
20427;0.0391;0.0586;0.0419
20428;0.0554;0.0831;0.0594
20429;0.0543;0.0815;0.0582
20430;0.0654;0.0981;0.0701
20431;0.0668;0.1003;0.0716
20432;0.0323;0.0484;0.0346
20433;0.0195;0.0292;0.0209
20434;0.0449;0.0673;0.0481
20435;0.027;0.0404;0.0289
20436;0.0331;0.0496;0.0354
20437;0.028;0.042;0.03
20438;0.0574;0.0861;0.0615
20439;0.0266;0.04;0.0285
20440;0.0429;0.0643;0.0459
20441;0.0235;0.0352;0.0252
20442;0.0757;0.1136;0.0812
20443;0.0217;0.0326;0.0233
20444;0.0314;0.047;0.0336
20445;0.0314;0.0471;0.0337
20446;0.0609;0.0914;0.0653
20447;0.0293;0.0439;0.0314
20448;0.0305;0.0458;0.0327
20449;0.029;0.0435;0.031
20450;0.0402;0.0603;0.0431
20451;0.0381;0.0571;0.0408
20452;0.0135;0.0202;0.0144
20453;0.0285;0.0428;0.0306
20454;0.0179;0.0268;0.0192
20455;0.0174;0.0261;0.0187
20456;0.0403;0.0604;0.0431
20457;0.0288;0.0432;0.0308
20458;0.0321;0.0482;0.0344
20459;0.0401;0.0601;0.0429
20460;0.0307;0.0461;0.0329
20461;0.0784;0.1176;0.084
20462;0.0458;0.0688;0.0491
20463;0.0451;0.0676;0.0483
20464;0.0351;0.0526;0.0376
20465;0.0337;0.0505;0.0361
20466;0.0414;0.062;0.0443
20467;0.0506;0.0759;0.0542
20468;0.0267;0.04;0.0286
20469;0.0316;0.0474;0.0339
20470;0.0429;0.0644;0.046
20471;0.0808;0.1212;0.0866
20472;0.0564;0.0846;0.0604
20473;0.0308;0.0462;0.033
20474;0.0433;0.0649;0.0464
20475;0.026;0.039;0.0279
20476;0.032;0.0479;0.0342
20477;0.0445;0.0668;0.0477
20478;0.0173;0.026;0.0185
20479;0.0264;0.0396;0.0283
20480;0.0261;0.0392;0.028
20481;0.0607;0.0911;0.065
20482;0.0289;0.0433;0.0309
20483;0.0503;0.0754;0.0539
20484;0.032;0.048;0.0343
20485;0.0244;0.0367;0.0262
20486;0.054;0.081;0.0579
20487;0.046;0.069;0.0493
20488;0.0245;0.0368;0.0263
20489;0.0221;0.0331;0.0236
20490;0.0589;0.0883;0.0631
20491;0.0319;0.0478;0.0341
20492;0.0622;0.0933;0.0667
20493;0.036;0.0541;0.0386
20494;0.0318;0.0477;0.0341
20495;0.0353;0.053;0.0378
20496;0.043;0.0645;0.046
20497;0.0602;0.0902;0.0645
20498;0.04;0.06;0.0429
20499;0.0249;0.0374;0.0267
20500;0.0554;0.0831;0.0594
20501;0.0465;0.0698;0.0499
20502;0.0307;0.0461;0.0329
20503;0.0216;0.0324;0.0231
20504;0.0324;0.0486;0.0347
20505;0.0324;0.0487;0.0348
20506;0.0167;0.025;0.0178
20507;0.0246;0.0369;0.0264
20508;0.0288;0.0432;0.0308
20509;0.0405;0.0608;0.0434
20510;0.0359;0.0539;0.0385
20511;0.0293;0.0439;0.0314
20512;0.0317;0.0475;0.0339
20513;0.023;0.0345;0.0246
20514;0.0259;0.0389;0.0278
20515;0.0359;0.0538;0.0384
20516;0.0315;0.0472;0.0337
20517;0.0285;0.0428;0.0305
20518;0.0193;0.0289;0.0207
20519;0.0348;0.0522;0.0373
20520;0.0488;0.0731;0.0522
20521;0.03;0.0449;0.0321
20522;0.0718;0.1078;0.077
20523;0.0344;0.0515;0.0368
20524;0.028;0.0419;0.03
20525;0.0354;0.0531;0.0379
20526;0.022;0.033;0.0236
20527;0.0559;0.0839;0.0599
20528;0.029;0.0435;0.0311
20529;0.0515;0.0773;0.0552
20530;0.0651;0.0976;0.0697
20531;0.0553;0.0829;0.0592
20532;0.027;0.0406;0.029
20533;0.0304;0.0456;0.0326
20534;0.0307;0.046;0.0329
20535;0.0346;0.0519;0.0371
20536;0.0209;0.0313;0.0224
20537;0.0467;0.0701;0.05
20538;0.029;0.0434;0.031
20539;0.0259;0.0389;0.0278
20540;0.0329;0.0494;0.0353
20541;0.0218;0.0326;0.0233
20542;0.025;0.0375;0.0268
20543;0.0218;0.0326;0.0233
20544;0.0216;0.0324;0.0231
20545;0.0195;0.0293;0.0209
20546;0.0238;0.0357;0.0255
20547;0.0398;0.0597;0.0426
20548;0.0199;0.0298;0.0213
20549;0.0328;0.0492;0.0351
20550;0.0527;0.0791;0.0565
20551;0.0199;0.0298;0.0213
20552;0.0287;0.0431;0.0308
20553;0.0286;0.0428;0.0306
20554;0.0288;0.0432;0.0308
20555;0.0321;0.0482;0.0344
20556;0.0549;0.0823;0.0588
20557;0.052;0.078;0.0557
20558;0.0304;0.0456;0.0326
20559;0.0264;0.0396;0.0283
20560;0.049;0.0736;0.0525
20561;0.0409;0.0614;0.0438
20562;0.0412;0.0618;0.0441
20563;0.038;0.057;0.0407
20564;0.0379;0.0569;0.0406
20565;0.0208;0.0311;0.0222
20566;0.0438;0.0657;0.0469
20567;0.037;0.0556;0.0397
20568;0.0336;0.0504;0.036
20569;0.0352;0.0528;0.0377
20570;0.0212;0.0318;0.0227
20571;0.0325;0.0487;0.0348
20572;0.018;0.0271;0.0193
20573;0.0224;0.0336;0.024
20574;0.0449;0.0673;0.0481
20575;0.0323;0.0484;0.0346
20576;0.0324;0.0486;0.0347
20577;0.0271;0.0406;0.029
20578;0.0289;0.0434;0.031
20579;0.0292;0.0438;0.0313
20580;0.0262;0.0392;0.028
20581;0.0489;0.0734;0.0524
20582;0.0357;0.0535;0.0382
20583;0.0328;0.0492;0.0351
20584;0.0298;0.0448;0.032
20585;0.0216;0.0324;0.0231
20586;0.037;0.0554;0.0396
20587;0.048;0.072;0.0515
20588;0.06;0.09;0.0643
20589;0.0361;0.0542;0.0387
20590;0.0541;0.0811;0.058
